Company_Name,DUNS_Num,CIK_Num,Year_x,Funding_Type,Funding_Amt,Funding_Source,HC_Status,HC_Maturity,HC_Section,HC_Phase
Briggs-Williams,827811626,1648827,1978,Series E,77287,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Torres-Edwards,827811626,1648827,1975,Seed,308156,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Gay-Garcia,827811626,1648827,1997,Series E,760194,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Ford PLC,827811626,1648827,1995,Series E,260704,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Hughes Inc,827811626,1648827,2018,Series E,669928,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Smith-Taylor,827811626,1648827,2008,Series D,585181,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Barnett Ltd,827811626,1648827,2004,Series E,968872,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Gregory, Miller and Reese",827811626,1648827,1973,Series F,537317,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Lester, Berry and Davis",827811626,1648827,2008,Series F,897068,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Ware and Sons,827811626,1648827,1996,Series C,856862,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Cruz-Hughes,827811626,1648827,1974,Series F,448839,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Hoffman LLC,827811626,1648827,2001,Series A,902763,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Foster, Riley and Carroll",827811626,1648827,1977,Series E,998278,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Smith-Davis,827811626,1648827,2012,Series B,21619,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Everett, Rivas and Lewis",827811626,1648827,1998,Series A,721972,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Moore and Sons,827811626,1648827,2004,Series F,989014,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Gordon, Calderon and Moore",827811626,1648827,2016,Series D,900248,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Cameron, Nguyen and Lyons",827811626,1648827,2002,Series A,759569,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Miller-Perez,827811626,1648827,2002,Seed,423894,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Yang-Rose,827811626,1648827,1990,Series D,855743,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Carter-Anderson,827811626,1648827,2007,Series D,911185,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Ward, York and Sanchez",827811626,1648827,1996,Seed,853143,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Manning Inc,827811626,1648827,2004,Government Award,241910,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Hawkins, Erickson and Cooke",827811626,1648827,2021,Series B,55488,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Duffy PLC,827811626,1648827,2018,Series A,330213,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Mercado, Pierce and Warner",827811626,1648827,1986,Series F,929756,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Gilmore Ltd,827811626,1648827,2015,Series A,822198,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Baker-Little,827811626,1648827,2001,Series D,275286,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Sheppard, Duran and Raymond",827811626,1648827,1974,Series C,344462,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Allen, Thomas and Flynn",827811626,1648827,1982,Series E,579963,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Deleon-Morales,827811626,1648827,2013,Series A,24952,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Lin Inc,827811626,1648827,1984,Seed,395574,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Ross Group,827811626,1648827,1972,Series B,49190,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Jones, Gutierrez and Lee",827811626,1648827,2002,Series E,736959,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Tucker, Ford and Short",827811626,1648827,1988,Series A,136914,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
David PLC,827811626,1648827,2006,Series C,311291,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Jordan-Mcmahon,827811626,1648827,1970,Series E,451651,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Haley Inc,827811626,1648827,2008,Series A,637712,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Smith-Sullivan,827811626,1648827,1989,Seed,88541,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Ball-Campbell,827811626,1648827,2008,Series C,12297,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Wu-Harris,827811626,1648827,1979,Series E,250157,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Colon and Sons,827811626,1648827,2009,Government Award,814248,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Green and Sons,827811626,1648827,2005,Series E,899223,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Allen Group,827811626,1648827,1990,Series E,913583,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Thompson-Lucero,827811626,1648827,1972,Seed,176,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Knight, Reed and Chavez",827811626,1648827,1989,Seed,257851,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Garcia-Hardy,827811626,1648827,1975,Government Award,481040,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Harrison Inc,827811626,1648827,2003,Series E,115946,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Harris, Reyes and Thompson",827811626,1648827,2013,Seed,112036,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Williams-Lucas,827811626,1648827,2009,Series A,481224,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Wise-Norris,827811626,1648827,2019,Series E,731451,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Luna-Wilson,827811626,1648827,1994,Series A,373279,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Reyes, Edwards and Chandler",827811626,1648827,2004,Series E,906430,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Brown, Dean and Castaneda",827811626,1648827,2016,Series A,345530,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Myers Inc,827811626,1648827,2014,Series E,926727,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Powell, Cook and Miller",827811626,1648827,1990,Series C,633366,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Clark, Alvarado and Waters",827811626,1648827,2018,Series D,741199,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Downs PLC,827811626,1648827,1972,Series D,963459,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Murray Inc,827811626,1648827,1970,Government Award,845990,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Garcia-Wilson,827811626,1648827,1985,Series C,900356,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Edwards and Sons,827811626,1648827,2013,Series A,647124,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Smith LLC,827811626,1648827,1997,Series B,210877,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Perez, Anderson and Baldwin",827811626,1648827,2002,Government Award,183939,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Guzman-Pratt,827811626,1648827,2014,Seed,49667,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Avila-Bowman,827811626,1648827,1989,Series C,615288,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Adams-Lopez,827811626,1648827,1976,Seed,682745,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Hansen, Small and Acevedo",827811626,1648827,2005,Series F,24189,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Robinson, Fitzpatrick and Bennett",827811626,1648827,1981,Series E,740860,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Pitts-Peters,827811626,1648827,2015,Series D,756528,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Lynn Ltd,827811626,1648827,1977,Seed,932073,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Durham Ltd,827811626,1648827,1980,Seed,943782,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Sandoval and Sons,827811626,1648827,1974,Series A,871131,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Mitchell Ltd,827811626,1648827,1996,Series D,664326,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Mckenzie, Anderson and Sanchez",827811626,1648827,2003,Series F,803414,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Castillo, Davis and Moyer",827811626,1648827,1999,Series E,397535,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Robinson Ltd,827811626,1648827,2016,Series D,442786,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Schneider-Nguyen,827811626,1648827,2016,Series A,872534,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Clark and Sons,827811626,1648827,2006,Seed,576442,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Harris Ltd,827811626,1648827,1972,Seed,820972,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Wilkerson LLC,827811626,1648827,1982,Series A,749245,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Nelson-Bowman,827811626,1648827,1993,Series D,402522,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Young Group,827811626,1648827,2001,Series E,836178,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Hanson, Nunez and Joseph",827811626,1648827,2000,Series E,802277,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Ryan-Hobbs,827811626,1648827,1973,Government Award,976094,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Floyd-Brown,827811626,1648827,1977,Government Award,49802,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Kelly-Vance,827811626,1648827,2020,Series F,576798,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Moore-Nelson,827811626,1648827,1989,Series C,903944,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Greer, Gonzalez and Jacobson",827811626,1648827,1988,Series F,406191,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Wood-Gibson,827811626,1648827,2013,Series B,721102,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Hall Ltd,827811626,1648827,2008,Series A,175008,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Austin-Jones,827811626,1648827,1994,Series D,770188,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Powell-Chan,827811626,1648827,2003,Series F,94448,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Douglas LLC,827811626,1648827,1978,Series E,276529,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Walker-Guerra,827811626,1648827,2001,Government Award,167392,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Wilson PLC,827811626,1648827,1991,Government Award,81058,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Montoya, Moore and Nguyen",827811626,1648827,1982,Seed,941975,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Johnson, Mccall and Scott",827811626,1648827,1983,Government Award,81478,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Johnson Ltd,827811626,1648827,1985,Series C,26720,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Snow LLC,827811626,1648827,1992,Series F,636778,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Barajas LLC,827811626,1648827,1972,Government Award,414428,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Jenkins and Sons,827811626,1648827,2021,Series A,628717,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Mendez-Weber,827811626,1648827,1986,Seed,135097,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Wallace-Freeman,827811626,1648827,2005,Series C,188296,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Washington-Smith,827811626,1648827,2019,Series F,839186,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Douglas-Price,827811626,1648827,1991,Seed,400310,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Lee, Johnson and Johnson",827811626,1648827,1995,Series C,223526,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Cortez-Weaver,827811626,1648827,2011,Seed,826045,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Garrett, Christian and Nelson",827811626,1648827,1977,Series A,403903,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Hanson, Vincent and Rose",827811626,1648827,2010,Series C,778287,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Green-Tate,827811626,1648827,1976,Government Award,132795,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Patterson, Shepard and Brown",827811626,1648827,1993,Government Award,9713,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Francis PLC,827811626,1648827,2009,Series F,249525,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Clark, Phillips and Brewer",827811626,1648827,2011,Series F,815951,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Wolf, Carr and Morgan",827811626,1648827,1998,Series B,341063,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Jennings, Davila and Kelly",827811626,1648827,2000,Series C,691243,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Hopkins, Sharp and Munoz",827811626,1648827,1980,Series F,937590,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Whitney, Luna and Roberts",827811626,1648827,1971,Series B,496570,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Williams-Lopez,827811626,1648827,1995,Government Award,94272,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Black-Webb,827811626,1648827,2004,Series E,169846,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Dean Group,827811626,1648827,2004,Seed,900435,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Reese, Brock and Bentley",827811626,1648827,1999,Series F,225694,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Davidson Ltd,827811626,1648827,2017,Seed,837791,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Bowman PLC,827811626,1648827,2003,Government Award,870186,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Moyer Group,827811626,1648827,1992,Series D,142743,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Vaughn-Cruz,827811626,1648827,2010,Series E,205965,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
James Group,827811626,1648827,2014,Series F,286350,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Smith-Rosales,827811626,1648827,2019,Series A,422831,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Wall, Marsh and Williams",827811626,1648827,1975,Government Award,77615,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Nash-Bowman,827811626,1648827,1981,Series F,984409,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Williams, Byrd and Perez",827811626,1648827,1993,Seed,303053,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Valencia-Lawson,827811626,1648827,1990,Series B,778502,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Villanueva LLC,827811626,1648827,1987,Series C,81400,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Bush, Carr and Anderson",827811626,1648827,1982,Government Award,670933,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Padilla PLC,827811626,1648827,2009,Series E,892479,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Wolfe, Haynes and Thomas",827811626,1648827,2008,Series C,235699,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Santiago, Gonzalez and Rogers",827811626,1648827,1980,Series D,302485,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Clements Inc,827811626,1648827,1975,Government Award,281842,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Cruz PLC,827811626,1648827,1973,Government Award,71768,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Miller-Warner,827811626,1648827,1972,Government Award,356784,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Frank LLC,827811626,1648827,1986,Series E,257546,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Knox, Spencer and Washington",827811626,1648827,1985,Series D,518479,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Lara-Francis,827811626,1648827,1980,Series F,408904,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Patton-Jenkins,827811626,1648827,1986,Series F,927294,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Nicholson and Sons,827811626,1648827,2009,Series E,475639,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Romero, Klein and Dixon",827811626,1648827,2010,Series C,35506,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Massey-Cook,827811626,1648827,2001,Seed,473856,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Clay, Brooks and Welch",827811626,1648827,1978,Series D,51372,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Lawson, Cruz and Wright",827811626,1648827,2017,Seed,661877,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Sanchez Inc,827811626,1648827,2008,Series D,330601,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Leonard, Holloway and Greer",827811626,1648827,2011,Series D,68027,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Carter Inc,827811626,1648827,1974,Series A,491212,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Holt, Herrera and Garcia",827811626,1648827,1999,Series A,838308,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Gould-Taylor,827811626,1648827,1982,Series E,540332,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Williams-Thomas,827811626,1648827,1986,Series A,830661,DARPA,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Taylor-Park,827811626,1648827,1971,Series D,8309,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Foster-Estes,827811626,1648827,1991,Seed,632095,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Simmons, Small and Ford",827811626,1648827,1991,Series C,472106,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Fox Ltd,827811626,1648827,1972,Government Award,400470,DARPA,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
"Pena, Martin and Hahn",827811626,1648827,2004,Seed,906,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Massey Inc,827811626,1648827,2020,Series B,985651,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Boone LLC,827811626,1648827,2012,Series D,198387,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Bennett, Oliver and Sanchez",827811626,1648827,2019,Series E,844172,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Davis Group,827811626,1648827,1979,Series D,200009,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Greene, Irwin and Hayes",827811626,1648827,2002,Government Award,630723,NSF,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Lewis PLC,827811626,1648827,2013,Series A,83083,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Roberts, Case and Washington",827811626,1648827,2002,Series E,986152,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Martinez-Stevens,827811626,1648827,1972,Government Award,156914,DHHS,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Wolfe-Mcfarland,827811626,1648827,2014,Series F,902495,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Henry Group,827811626,1648827,1989,Series F,461397,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Ramos Inc,827811626,1648827,2015,Seed,177851,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Hernandez Inc,827811626,1648827,1971,Series E,370691,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Watts-Lara,827811626,1648827,2004,Series B,93451,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Sullivan-Carson,827811626,1648827,1972,Seed,821456,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Thomas-Franklin,827811626,1648827,1979,Series B,102331,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Alvarez, Stein and Jackson",827811626,1648827,2000,Series E,875670,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Collins PLC,827811626,1648827,1971,Series B,711265,DARPA,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Torres, Olson and Kennedy",827811626,1648827,2021,Seed,827941,NSF,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Jacobs, Oconnor and Miller",827811626,1648827,2005,Series A,127563,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
"Miller, Perez and Williams",827811626,1648827,2002,Series E,157850,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Gonzales, Brown and Brown",827811626,1648827,2015,Series B,669291,Venture Capital,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Mayo, Fuentes and Luna",827811626,1648827,1983,Seed,674927,DHHS,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Rivas-Buck,827811626,1648827,1983,Series A,410539,Venture Capital,Pilots_and_Deployments,Emerging,At_The_Peak,Peak_of_Inflated_Expectations
Powell Inc,827811626,1648827,1981,Government Award,650350,Venture Capital,In_Labs,Embryonic,On_The_Rise,Innovation_Trigger
Potts-Wagner,827811626,1648827,1996,Series C,426155,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
"Skinner, White and Vance",827811626,1648827,1984,Series F,407384,NSF,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Freeman-Thornton,827811626,1648827,2003,Series E,132804,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
Vance LLC,827811626,1648827,1973,Series C,8516,DHHS,Pilots_and_Deployments,Emerging,Sliding_Into_Trough,Trough_of_Disillusionment
